Left Period,Left Arrival Rate,Right Period,Right Arrival Rate,Left Number of Cars,Left Average Waiting Time,Left Maximum Waiting Time,Left Time to Clear,Right Number of Cars,Right Average Waiting Time,Right Maximum Waiting Time,Right Time to Clear,
1,0.10,1,0.10,18,0.87,2,1,15,0.79,2,1,
1,0.10,1,0.20,18,0.87,2,1,38,1.03,2,1,
1,0.10,1,0.30,18,0.87,2,1,63,1.78,5,1,
1,0.10,1,0.40,18,0.87,2,1,89,4.18,8,1,
1,0.10,1,0.50,18,0.87,2,1,114,16.09,20,4,
1,0.10,1,0.60,18,0.87,2,1,138,53.42,84,80,
1,0.10,1,0.70,18,0.87,2,1,164,101.90,181,180,
1,0.10,1,0.80,18,0.87,2,1,189,151.40,278,277,
1,0.10,1,0.90,18,0.87,2,1,217,202.22,382,382,
1,0.20,1,0.10,39,1.12,3,1,15,0.79,2,1,
1,0.20,1,0.20,39,1.12,3,1,38,1.03,2,1,
1,0.20,1,0.30,39,1.12,3,1,63,1.78,5,1,
1,0.20,1,0.40,39,1.12,3,1,89,4.18,8,1,
1,0.20,1,0.50,39,1.12,3,1,114,16.09,20,4,
1,0.20,1,0.60,39,1.12,3,1,138,53.42,84,80,
1,0.20,1,0.70,39,1.12,3,1,164,101.90,181,180,
1,0.20,1,0.80,39,1.12,3,1,189,151.40,278,277,
1,0.20,1,0.90,39,1.12,3,1,217,202.22,382,382,
1,0.30,1,0.10,63,1.95,6,1,15,0.79,2,1,
1,0.30,1,0.20,63,1.95,6,1,38,1.03,2,1,
1,0.30,1,0.30,63,1.95,6,1,63,1.78,5,1,
1,0.30,1,0.40,63,1.95,6,1,89,4.18,8,1,
1,0.30,1,0.50,63,1.95,6,1,114,16.09,20,4,
1,0.30,1,0.60,63,1.95,6,1,138,53.42,84,80,
1,0.30,1,0.70,63,1.95,6,1,164,101.90,181,180,
1,0.30,1,0.80,63,1.95,6,1,189,151.40,278,277,
1,0.30,1,0.90,63,1.95,6,1,217,202.22,382,382,
1,0.40,1,0.10,87,3.97,7,1,15,0.79,2,1,
1,0.40,1,0.20,87,3.97,7,1,38,1.03,2,1,
1,0.40,1,0.30,87,3.97,7,1,63,1.78,5,1,
1,0.40,1,0.40,88,4.16,8,1,88,4.15,7,1,
1,0.40,1,0.50,88,4.16,8,1,111,16.42,18,2,
1,0.40,1,0.60,88,4.16,8,1,137,55.98,87,82,
1,0.40,1,0.70,88,4.16,8,1,163,102.31,180,178,
1,0.40,1,0.80,88,4.16,8,1,188,150.46,280,278,
1,0.40,1,0.90,88,4.16,8,1,217,200.68,378,378,
1,0.50,1,0.10,111,15.89,19,4,16,0.87,2,1,
1,0.50,1,0.20,111,15.89,19,4,38,1.17,4,1,
1,0.50,1,0.30,111,15.89,19,4,62,1.97,6,1,
1,0.50,1,0.40,111,15.89,19,4,88,4.15,7,1,
1,0.50,1,0.50,111,15.89,19,4,111,16.42,18,2,
1,0.50,1,0.60,111,15.89,19,4,137,55.98,87,82,
1,0.50,1,0.70,111,15.89,19,4,163,102.31,180,178,
1,0.50,1,0.80,111,15.89,19,4,188,150.46,280,278,
1,0.50,1,0.90,111,15.89,19,4,217,200.68,378,378,
1,0.60,1,0.10,138,54.16,84,80,16,0.87,2,1,
1,0.60,1,0.20,138,54.16,84,80,38,1.17,4,1,
1,0.60,1,0.30,138,54.16,84,80,62,1.97,6,1,
1,0.60,1,0.40,138,54.16,84,80,88,4.15,7,1,
1,0.60,1,0.50,138,54.16,84,80,111,16.42,18,2,
1,0.60,1,0.60,138,54.16,84,80,137,55.98,87,82,
1,0.60,1,0.70,138,54.16,84,80,163,102.31,180,178,
1,0.60,1,0.80,138,54.16,84,80,188,150.46,280,278,
1,0.60,1,0.90,138,54.16,84,80,217,200.68,378,378,
1,0.70,1,0.10,163,101.35,183,180,16,0.87,2,1,
1,0.70,1,0.20,163,101.35,183,180,38,1.17,4,1,
1,0.70,1,0.30,163,101.35,183,180,62,1.97,6,1,
1,0.70,1,0.40,163,101.35,183,180,88,4.15,7,1,
1,0.70,1,0.50,163,101.35,183,180,111,16.42,18,2,
1,0.70,1,0.60,163,101.35,183,180,137,55.98,87,82,
1,0.70,1,0.70,163,101.35,183,180,163,102.31,180,178,
1,0.70,1,0.80,163,101.35,183,180,188,150.46,280,278,
1,0.70,1,0.90,163,101.35,183,180,217,200.68,378,378,
1,0.80,1,0.10,188,149.85,276,276,16,0.87,2,1,
1,0.80,1,0.20,188,149.85,276,276,38,1.17,4,1,
1,0.80,1,0.30,188,149.85,276,276,62,1.97,6,1,
1,0.80,1,0.40,188,149.85,276,276,88,4.15,7,1,
1,0.80,1,0.50,188,149.85,276,276,111,16.42,18,2,
1,0.80,1,0.60,188,149.85,276,276,137,55.98,87,82,
1,0.80,1,0.70,188,149.85,276,276,163,102.31,180,178,
1,0.80,1,0.80,188,149.85,276,276,188,150.46,280,278,
1,0.80,1,0.90,188,149.85,276,276,217,200.68,378,378,
1,0.90,1,0.10,217,199.85,379,379,16,0.87,2,1,
1,0.90,1,0.20,217,199.85,379,379,38,1.17,4,1,
1,0.90,1,0.30,217,199.85,379,379,62,1.97,6,1,
1,0.90,1,0.40,217,199.85,379,379,88,4.15,7,1,
1,0.90,1,0.50,217,199.85,379,379,111,16.42,18,2,
1,0.90,1,0.60,217,199.85,379,379,137,55.98,87,82,
1,0.90,1,0.70,217,199.85,379,379,163,102.31,180,178,
1,0.90,1,0.80,217,199.85,379,379,188,150.46,280,278,
1,0.90,1,0.90,217,199.85,379,379,217,200.68,378,378,
1,0.10,2,0.10,21,1.85,3,1,21,0.11,2,1,
1,0.10,2,0.20,21,1.85,3,1,47,0.15,2,1,
1,0.10,2,0.30,21,1.85,3,1,74,0.42,2,1,
1,0.10,2,0.40,21,1.85,3,1,105,0.81,4,1,
1,0.10,2,0.50,21,1.85,3,1,134,1.29,4,1,
1,0.10,2,0.60,21,1.85,3,1,164,3.70,7,1,
1,0.10,2,0.70,21,1.85,3,1,197,17.68,18,9,
1,0.10,2,0.80,21,1.85,3,1,228,51.51,80,77,
1,0.10,2,0.90,21,1.85,3,1,261,88.44,161,160,
1,0.20,2,0.10,48,3.42,7,1,21,0.11,2,1,
1,0.20,2,0.20,48,3.42,7,1,47,0.15,2,1,
1,0.20,2,0.30,48,3.42,7,1,74,0.42,2,1,
1,0.20,2,0.40,48,3.42,7,1,105,0.81,4,1,
1,0.20,2,0.50,48,3.42,7,1,134,1.29,4,1,
1,0.20,2,0.60,48,3.42,7,1,164,3.70,7,1,
1,0.20,2,0.70,48,3.42,7,1,197,17.68,18,9,
1,0.20,2,0.80,48,3.42,7,1,228,51.51,80,77,
1,0.20,2,0.90,48,3.42,7,1,261,88.44,161,160,
1,0.30,2,0.10,77,12.05,14,1,21,0.11,2,1,
1,0.30,2,0.20,77,12.05,14,1,47,0.15,2,1,
1,0.30,2,0.30,77,12.05,14,1,74,0.42,2,1,
1,0.30,2,0.40,77,12.05,14,1,105,0.81,4,1,
1,0.30,2,0.50,77,12.05,14,1,134,1.29,4,1,
1,0.30,2,0.60,77,12.05,14,1,164,3.70,7,1,
1,0.30,2,0.70,77,12.05,14,1,197,17.68,18,9,
1,0.30,2,0.80,77,12.05,14,1,228,51.51,80,77,
1,0.30,2,0.90,77,12.05,14,1,261,88.44,161,160,
1,0.40,2,0.10,106,56.92,87,83,21,0.11,2,1,
1,0.40,2,0.20,106,56.92,87,83,47,0.15,2,1,
1,0.40,2,0.30,106,56.92,87,83,74,0.42,2,1,
1,0.40,2,0.40,106,56.92,87,83,105,0.81,4,1,
1,0.40,2,0.50,106,56.92,87,83,134,1.29,4,1,
1,0.40,2,0.60,106,56.92,87,83,164,3.70,7,1,
1,0.40,2,0.70,106,56.92,87,83,197,17.68,18,9,
1,0.40,2,0.80,106,56.92,87,83,228,51.51,80,77,
1,0.40,2,0.90,106,56.92,87,83,261,88.44,161,160,
1,0.50,2,0.10,136,126.02,229,226,21,0.11,2,1,
1,0.50,2,0.20,136,126.02,229,226,47,0.15,2,1,
1,0.50,2,0.30,136,126.02,229,226,74,0.42,2,1,
1,0.50,2,0.40,136,126.02,229,226,105,0.81,4,1,
1,0.50,2,0.50,136,126.02,229,226,134,1.29,4,1,
1,0.50,2,0.60,136,126.02,229,226,164,3.70,7,1,
1,0.50,2,0.70,136,126.02,229,226,197,17.68,18,9,
1,0.50,2,0.80,136,126.02,229,226,228,51.51,80,77,
1,0.50,2,0.90,136,126.02,229,226,261,88.44,161,160,
1,0.60,2,0.10,167,200.65,380,379,21,0.11,2,1,
1,0.60,2,0.20,167,200.65,380,379,47,0.15,2,1,
1,0.60,2,0.30,167,200.65,380,379,74,0.42,2,1,
1,0.60,2,0.40,167,200.65,380,379,105,0.81,4,1,
1,0.60,2,0.50,167,200.65,380,379,134,1.29,4,1,
1,0.60,2,0.60,167,200.65,380,379,164,3.70,7,1,
1,0.60,2,0.70,167,200.65,380,379,197,17.68,18,9,
1,0.60,2,0.80,167,200.65,380,379,228,51.51,80,77,
1,0.60,2,0.90,167,200.65,380,379,261,88.44,161,160,
1,0.70,2,0.10,197,275.06,526,526,21,0.11,2,1,
1,0.70,2,0.20,197,275.06,526,526,47,0.15,2,1,
1,0.70,2,0.30,197,275.06,526,526,74,0.42,2,1,
1,0.70,2,0.40,197,275.06,526,526,105,0.81,4,1,
1,0.70,2,0.50,197,275.06,526,526,134,1.29,4,1,
1,0.70,2,0.60,197,275.06,526,526,164,3.70,7,1,
1,0.70,2,0.70,197,275.06,526,526,197,17.68,18,9,
1,0.70,2,0.80,197,275.06,526,526,228,51.51,80,77,
1,0.70,2,0.90,197,275.06,526,526,261,88.44,161,160,
1,0.80,2,0.10,228,348.97,675,674,21,0.11,2,1,
1,0.80,2,0.20,228,348.97,675,674,47,0.15,2,1,
1,0.80,2,0.30,228,348.97,675,674,74,0.42,2,1,
1,0.80,2,0.40,228,348.97,675,674,105,0.81,4,1,
1,0.80,2,0.50,228,348.97,675,674,134,1.29,4,1,
1,0.80,2,0.60,228,348.97,675,674,164,3.70,7,1,
1,0.80,2,0.70,228,348.97,675,674,197,17.68,18,9,
1,0.80,2,0.80,228,348.97,675,674,228,51.51,80,77,
1,0.80,2,0.90,228,348.97,675,674,261,88.44,161,160,
1,0.90,2,0.10,262,424.74,825,825,21,0.11,2,1,
1,0.90,2,0.20,262,424.74,825,825,47,0.15,2,1,
1,0.90,2,0.30,262,424.74,825,825,74,0.42,2,1,
1,0.90,2,0.40,262,424.74,825,825,105,0.81,4,1,
1,0.90,2,0.50,262,424.74,825,825,134,1.29,4,1,
1,0.90,2,0.60,262,424.74,825,825,164,3.70,7,1,
1,0.90,2,0.70,262,424.74,825,825,197,17.68,18,9,
1,0.90,2,0.80,262,424.74,825,825,228,51.51,80,77,
1,0.90,2,0.90,262,424.74,825,825,261,88.44,161,160,
1,0.10,3,0.10,23,3.12,6,1,23,0.01,2,1,
1,0.10,3,0.20,23,3.12,6,1,52,0.00,2,1,
1,0.10,3,0.30,23,3.12,6,1,84,0.00,2,1,
1,0.10,3,0.40,23,3.12,6,1,116,0.00,2,1,
1,0.10,3,0.50,23,3.12,6,1,151,0.30,4,1,
1,0.10,3,0.60,23,3.12,6,1,185,1.04,4,1,
1,0.10,3,0.70,23,3.12,6,1,219,2.97,5,1,
1,0.10,3,0.80,23,3.12,6,1,253,18.36,20,16,
1,0.10,3,0.90,23,3.12,6,1,292,50.32,86,86,
1,0.20,3,0.10,53,9.48,14,1,23,0.01,2,1,
1,0.20,3,0.20,53,9.48,14,1,52,0.00,2,1,
1,0.20,3,0.30,53,9.48,14,1,84,0.00,2,1,
1,0.20,3,0.40,53,9.48,14,1,116,0.00,2,1,
1,0.20,3,0.50,53,9.48,14,1,151,0.30,4,1,
1,0.20,3,0.60,53,9.48,14,1,185,1.04,4,1,
1,0.20,3,0.70,53,9.48,14,1,219,2.97,5,1,
1,0.20,3,0.80,53,9.48,14,1,253,18.36,20,16,
1,0.20,3,0.90,53,9.48,14,1,292,50.32,86,86,
1,0.30,3,0.10,87,59.45,96,87,23,0.01,2,1,
1,0.30,3,0.20,87,59.45,96,87,52,0.00,2,1,
1,0.30,3,0.30,87,59.45,96,87,84,0.00,2,1,
1,0.30,3,0.40,87,59.45,96,87,116,0.00,2,1,
1,0.30,3,0.50,87,59.45,96,87,151,0.30,4,1,
1,0.30,3,0.60,87,59.45,96,87,185,1.04,4,1,
1,0.30,3,0.70,87,59.45,96,87,219,2.97,5,1,
1,0.30,3,0.80,87,59.45,96,87,253,18.36,20,16,
1,0.30,3,0.90,87,59.45,96,87,292,50.32,86,86,
1,0.40,3,0.10,120,151.55,280,278,23,0.01,2,1,
1,0.40,3,0.20,120,151.55,280,278,52,0.00,2,1,
1,0.40,3,0.30,120,151.55,280,278,84,0.00,2,1,
1,0.40,3,0.40,120,151.55,280,278,116,0.00,2,1,
1,0.40,3,0.50,120,151.55,280,278,151,0.30,4,1,
1,0.40,3,0.60,120,151.55,280,278,185,1.04,4,1,
1,0.40,3,0.70,120,151.55,280,278,219,2.97,5,1,
1,0.40,3,0.80,120,151.55,280,278,253,18.36,20,16,
1,0.40,3,0.90,120,151.55,280,278,292,50.32,86,86,
1,0.50,3,0.10,153,250.20,478,478,23,0.01,2,1,
1,0.50,3,0.20,153,250.20,478,478,52,0.00,2,1,
1,0.50,3,0.30,153,250.20,478,478,84,0.00,2,1,
1,0.50,3,0.40,153,250.20,478,478,116,0.00,2,1,
1,0.50,3,0.50,153,250.20,478,478,151,0.30,4,1,
1,0.50,3,0.60,153,250.20,478,478,185,1.04,4,1,
1,0.50,3,0.70,153,250.20,478,478,219,2.97,5,1,
1,0.50,3,0.80,153,250.20,478,478,253,18.36,20,16,
1,0.50,3,0.90,153,250.20,478,478,292,50.32,86,86,
1,0.60,3,0.10,187,351.97,678,679,23,0.01,2,1,
1,0.60,3,0.20,187,351.97,678,679,52,0.00,2,1,
1,0.60,3,0.30,187,351.97,678,679,84,0.00,2,1,
1,0.60,3,0.40,187,351.97,678,679,116,0.00,2,1,
1,0.60,3,0.50,185,350.38,675,676,150,0.33,4,1,
1,0.60,3,0.60,185,350.38,675,676,187,0.90,4,1,
1,0.60,3,0.70,185,350.38,675,676,218,2.79,5,1,
1,0.60,3,0.80,185,350.38,675,676,253,18.49,19,17,
1,0.60,3,0.90,185,350.38,675,676,291,50.12,83,84,
1,0.70,3,0.10,221,450.92,878,879,25,0.00,2,1,
1,0.70,3,0.20,221,450.92,878,879,54,0.00,2,1,
1,0.70,3,0.30,221,450.92,878,879,86,0.00,2,1,
1,0.70,3,0.40,221,450.92,878,879,118,0.01,2,1,
1,0.70,3,0.50,221,450.92,878,879,150,0.33,4,1,
1,0.70,3,0.60,221,450.92,878,879,187,0.90,4,1,
1,0.70,3,0.70,221,450.92,878,879,218,2.79,5,1,
1,0.70,3,0.80,221,450.92,878,879,253,18.49,19,17,
1,0.70,3,0.90,221,450.92,878,879,291,50.12,83,84,
1,0.80,3,0.10,255,552.00,1077,1078,25,0.00,2,1,
1,0.80,3,0.20,255,552.00,1077,1078,54,0.00,2,1,
1,0.80,3,0.30,255,552.00,1077,1078,86,0.00,2,1,
1,0.80,3,0.40,255,552.00,1077,1078,118,0.01,2,1,
1,0.80,3,0.50,255,552.00,1077,1078,150,0.33,4,1,
1,0.80,3,0.60,255,552.00,1077,1078,187,0.90,4,1,
1,0.80,3,0.70,255,552.00,1077,1078,218,2.79,5,1,
1,0.80,3,0.80,255,552.00,1077,1078,253,18.49,19,17,
1,0.80,3,0.90,255,552.00,1077,1078,291,50.12,83,84,
1,0.90,3,0.10,291,651.63,1279,1280,25,0.00,2,1,
1,0.90,3,0.20,291,651.63,1279,1280,54,0.00,2,1,
1,0.90,3,0.30,291,651.63,1279,1280,86,0.00,2,1,
1,0.90,3,0.40,291,651.63,1279,1280,118,0.01,2,1,
1,0.90,3,0.50,291,651.63,1279,1280,150,0.33,4,1,
1,0.90,3,0.60,291,651.63,1279,1280,187,0.90,4,1,
1,0.90,3,0.70,291,651.63,1279,1280,218,2.79,5,1,
1,0.90,3,0.80,291,651.63,1279,1280,253,18.49,19,17,
1,0.90,3,0.90,291,651.63,1279,1280,291,50.12,83,84,
1,0.10,4,0.10,25,5.02,9,1,27,0.00,2,1,
1,0.10,4,0.20,25,5.02,9,1,59,0.00,2,1,
1,0.10,4,0.30,25,5.02,9,1,93,0.00,2,1,
1,0.10,4,0.40,25,5.02,9,1,128,0.00,2,1,
1,0.10,4,0.50,25,5.02,9,1,162,0.00,2,1,
1,0.10,4,0.60,25,5.02,9,1,198,0.16,4,1,
1,0.10,4,0.70,25,5.02,9,1,236,1.03,4,1,
1,0.10,4,0.80,25,5.02,9,1,271,6.12,6,1,
1,0.10,4,0.90,25,5.02,9,1,311,31.75,47,48,
1,0.20,4,0.10,58,27.00,39,12,27,0.00,2,1,
1,0.20,4,0.20,58,27.00,39,12,59,0.00,2,1,
1,0.20,4,0.30,58,27.00,39,12,93,0.00,2,1,
1,0.20,4,0.40,58,27.00,39,12,128,0.00,2,1,
1,0.20,4,0.50,58,27.00,39,12,162,0.00,2,1,
1,0.20,4,0.60,58,27.00,39,12,198,0.16,4,1,
1,0.20,4,0.70,58,27.00,39,12,236,1.03,4,1,
1,0.20,4,0.80,58,27.00,39,12,271,6.12,6,1,
1,0.20,4,0.90,58,27.00,39,12,311,31.75,47,48,
1,0.30,4,0.10,93,127.42,229,223,27,0.00,2,1,
1,0.30,4,0.20,93,127.42,229,223,59,0.00,2,1,
1,0.30,4,0.30,93,127.42,229,223,93,0.00,2,1,
1,0.30,4,0.40,93,127.42,229,223,128,0.00,2,1,
1,0.30,4,0.50,93,127.42,229,223,162,0.00,2,1,
1,0.30,4,0.60,93,127.42,229,223,198,0.16,4,1,
1,0.30,4,0.70,93,127.42,229,223,236,1.03,4,1,
1,0.30,4,0.80,93,127.42,229,223,271,6.12,6,1,
1,0.30,4,0.90,93,127.42,229,223,311,31.75,47,48,
1,0.40,4,0.10,129,250.11,475,472,27,0.00,2,1,
1,0.40,4,0.20,129,250.11,475,472,59,0.00,2,1,
1,0.40,4,0.30,129,250.11,475,472,93,0.00,2,1,
1,0.40,4,0.40,129,250.11,475,472,128,0.00,2,1,
1,0.40,4,0.50,129,250.11,475,472,162,0.00,2,1,
1,0.40,4,0.60,129,250.11,475,472,198,0.16,4,1,
1,0.40,4,0.70,129,250.11,475,472,236,1.03,4,1,
1,0.40,4,0.80,129,250.11,475,472,271,6.12,6,1,
1,0.40,4,0.90,129,250.11,475,472,311,31.75,47,48,
1,0.50,4,0.10,162,373.75,719,720,27,0.00,2,1,
1,0.50,4,0.20,162,373.75,719,720,59,0.00,2,1,
1,0.50,4,0.30,162,373.75,719,720,93,0.00,2,1,
1,0.50,4,0.40,162,373.75,719,720,128,0.00,2,1,
1,0.50,4,0.50,162,373.75,719,720,162,0.00,2,1,
1,0.50,4,0.60,162,373.75,719,720,198,0.16,4,1,
1,0.50,4,0.70,162,373.75,719,720,236,1.03,4,1,
1,0.50,4,0.80,162,373.75,719,720,271,6.12,6,1,
1,0.50,4,0.90,162,373.75,719,720,311,31.75,47,48,
1,0.60,4,0.10,198,499.81,975,975,27,0.00,2,1,
1,0.60,4,0.20,198,499.81,975,975,59,0.00,2,1,
1,0.60,4,0.30,198,499.81,975,975,93,0.00,2,1,
1,0.60,4,0.40,198,499.81,975,975,128,0.00,2,1,
1,0.60,4,0.50,198,499.81,975,975,162,0.00,2,1,
1,0.60,4,0.60,198,499.81,975,975,198,0.16,4,1,
1,0.60,4,0.70,198,499.81,975,975,236,1.03,4,1,
1,0.60,4,0.80,198,499.81,975,975,271,6.12,6,1,
1,0.60,4,0.90,198,499.81,975,975,311,31.75,47,48,
1,0.70,4,0.10,235,624.48,1228,1229,27,0.00,2,1,
1,0.70,4,0.20,235,624.48,1228,1229,59,0.00,2,1,
1,0.70,4,0.30,235,624.48,1228,1229,93,0.00,2,1,
1,0.70,4,0.40,235,624.48,1228,1229,128,0.00,2,1,
1,0.70,4,0.50,235,624.48,1228,1229,162,0.00,2,1,
1,0.70,4,0.60,235,624.48,1228,1229,198,0.16,4,1,
1,0.70,4,0.70,235,624.48,1228,1229,236,1.03,4,1,
1,0.70,4,0.80,235,624.48,1228,1229,271,6.12,6,1,
1,0.70,4,0.90,235,624.48,1228,1229,311,31.75,47,48,
1,0.80,4,0.10,273,750.63,1475,1476,27,0.00,2,1,
1,0.80,4,0.20,273,750.63,1475,1476,59,0.00,2,1,
1,0.80,4,0.30,273,750.63,1475,1476,93,0.00,2,1,
1,0.80,4,0.40,273,750.63,1475,1476,128,0.00,2,1,
1,0.80,4,0.50,273,750.63,1475,1476,162,0.00,2,1,
1,0.80,4,0.60,273,750.63,1475,1476,198,0.16,4,1,
1,0.80,4,0.70,273,750.63,1475,1476,236,1.03,4,1,
1,0.80,4,0.80,273,750.63,1475,1476,271,6.12,6,1,
1,0.80,4,0.90,273,750.63,1475,1476,311,31.75,47,48,
1,0.90,4,0.10,313,877.31,1731,1731,27,0.00,2,1,
1,0.90,4,0.20,313,877.31,1731,1731,59,0.00,2,1,
1,0.90,4,0.30,313,877.31,1731,1731,93,0.00,2,1,
1,0.90,4,0.40,313,877.31,1731,1731,128,0.00,2,1,
1,0.90,4,0.50,313,877.31,1731,1731,162,0.00,2,1,
1,0.90,4,0.60,313,877.31,1731,1731,198,0.16,4,1,
1,0.90,4,0.70,313,877.31,1731,1731,236,1.03,4,1,
1,0.90,4,0.80,313,877.31,1731,1731,271,6.12,6,1,
1,0.90,4,0.90,313,877.31,1731,1731,311,31.75,47,48,
1,0.10,5,0.10,27,7.46,12,1,29,0.00,2,1,
1,0.10,5,0.20,27,7.46,12,1,63,0.00,2,1,
1,0.10,5,0.30,27,7.46,12,1,98,0.00,2,1,
1,0.10,5,0.40,27,7.46,12,1,134,0.00,2,1,
1,0.10,5,0.50,27,7.46,12,1,170,0.00,2,1,
1,0.10,5,0.60,27,7.46,12,1,209,0.00,2,1,
1,0.10,5,0.70,27,7.46,12,1,248,0.37,4,1,
1,0.10,5,0.80,27,7.46,12,1,287,2.20,5,1,
1,0.10,5,0.90,27,7.46,12,1,328,20.46,28,26,
1,0.20,5,0.10,61,63.70,101,86,29,0.00,2,1,
1,0.20,5,0.20,61,63.70,101,86,63,0.00,2,1,
1,0.20,5,0.30,61,63.70,101,86,98,0.00,2,1,
1,0.20,5,0.40,61,63.70,101,86,134,0.00,2,1,
1,0.20,5,0.50,61,63.70,101,86,170,0.00,2,1,
1,0.20,5,0.60,61,63.70,101,86,209,0.00,2,1,
1,0.20,5,0.70,61,63.70,101,86,248,0.37,4,1,
1,0.20,5,0.80,61,63.70,101,86,287,2.20,5,1,
1,0.20,5,0.90,61,63.70,101,86,328,20.46,28,26,
1,0.30,5,0.10,98,201.25,375,375,29,0.00,2,1,
1,0.30,5,0.20,98,201.25,375,375,63,0.00,2,1,
1,0.30,5,0.30,98,201.25,375,375,98,0.00,2,1,
1,0.30,5,0.40,98,201.25,375,375,134,0.00,2,1,
1,0.30,5,0.50,98,201.25,375,375,170,0.00,2,1,
1,0.30,5,0.60,98,201.25,375,375,209,0.00,2,1,
1,0.30,5,0.70,98,201.25,375,375,248,0.37,4,1,
1,0.30,5,0.80,99,201.85,379,374,291,2.45,5,1,
1,0.30,5,0.90,99,201.85,379,374,328,20.94,29,29,
1,0.40,5,0.10,138,348.73,674,674,27,0.00,2,1,
1,0.40,5,0.20,138,348.73,674,674,62,0.00,2,1,
1,0.40,5,0.30,138,348.73,674,674,100,0.00,2,1,
1,0.40,5,0.40,138,348.73,674,674,136,0.00,2,1,
1,0.40,5,0.50,138,348.73,674,674,173,0.00,2,1,
1,0.40,5,0.60,138,348.73,674,674,210,0.00,2,1,
1,0.40,5,0.70,138,348.73,674,674,250,0.37,4,1,
1,0.40,5,0.80,138,348.73,674,674,291,2.45,5,1,
1,0.40,5,0.90,138,348.73,674,674,328,20.94,29,29,
1,0.50,5,0.10,173,496.76,967,967,27,0.00,2,1,
1,0.50,5,0.20,173,496.76,967,967,62,0.00,2,1,
1,0.50,5,0.30,173,496.76,967,967,100,0.00,2,1,
1,0.50,5,0.40,173,496.76,967,967,136,0.00,2,1,
1,0.50,5,0.50,173,496.76,967,967,173,0.00,2,1,
1,0.50,5,0.60,173,496.76,967,967,210,0.00,2,1,
1,0.50,5,0.70,173,496.76,967,967,250,0.37,4,1,
1,0.50,5,0.80,173,496.76,967,967,291,2.45,5,1,
1,0.50,5,0.90,173,496.76,967,967,328,20.94,29,29,
1,0.60,5,0.10,211,643.67,1261,1261,27,0.00,2,1,
1,0.60,5,0.20,211,643.67,1261,1261,62,0.00,2,1,
1,0.60,5,0.30,211,643.67,1261,1261,100,0.00,2,1,
1,0.60,5,0.40,211,643.67,1261,1261,136,0.00,2,1,
1,0.60,5,0.50,211,643.67,1261,1261,173,0.00,2,1,
1,0.60,5,0.60,211,643.67,1261,1261,210,0.00,2,1,
1,0.60,5,0.70,211,643.67,1261,1261,250,0.37,4,1,
1,0.60,5,0.80,211,643.67,1261,1261,291,2.45,5,1,
1,0.60,5,0.90,211,643.67,1261,1261,328,20.94,29,29,
1,0.70,5,0.10,247,795.54,1570,1571,27,0.00,2,1,
1,0.70,5,0.20,247,795.54,1570,1571,62,0.00,2,1,
1,0.70,5,0.30,247,795.54,1570,1571,100,0.00,2,1,
1,0.70,5,0.40,247,795.54,1570,1571,136,0.00,2,1,
1,0.70,5,0.50,247,795.54,1570,1571,173,0.00,2,1,
1,0.70,5,0.60,247,795.54,1570,1571,210,0.00,2,1,
1,0.70,5,0.70,247,795.54,1570,1571,250,0.37,4,1,
1,0.70,5,0.80,247,795.54,1570,1571,291,2.45,5,1,
1,0.70,5,0.90,247,795.54,1570,1571,328,20.94,29,29,
1,0.80,5,0.10,290,949.59,1876,1877,27,0.00,2,1,
1,0.80,5,0.20,290,949.59,1876,1877,62,0.00,2,1,
1,0.80,5,0.30,290,949.59,1876,1877,100,0.00,2,1,
1,0.80,5,0.40,290,949.59,1876,1877,136,0.00,2,1,
1,0.80,5,0.50,290,949.59,1876,1877,173,0.00,2,1,
1,0.80,5,0.60,290,949.59,1876,1877,210,0.00,2,1,
1,0.80,5,0.70,290,949.59,1876,1877,250,0.37,4,1,
1,0.80,5,0.80,290,949.59,1876,1877,291,2.45,5,1,
1,0.80,5,0.90,290,949.59,1876,1877,328,20.94,29,29,
1,0.90,5,0.10,327,1100.88,2179,2179,27,0.00,2,1,
1,0.90,5,0.20,327,1100.88,2179,2179,62,0.00,2,1,
1,0.90,5,0.30,327,1100.88,2179,2179,100,0.00,2,1,
1,0.90,5,0.40,327,1100.88,2179,2179,136,0.00,2,1,
1,0.90,5,0.50,327,1100.88,2179,2179,173,0.00,2,1,
1,0.90,5,0.60,327,1100.88,2179,2179,210,0.00,2,1,
1,0.90,5,0.70,327,1100.88,2179,2179,250,0.37,4,1,
1,0.90,5,0.80,327,1100.88,2179,2179,291,2.45,5,1,
1,0.90,5,0.90,327,1100.88,2179,2179,328,20.94,29,29,
1,0.10,6,0.10,30,11.05,16,1,27,0.00,2,1,
1,0.10,6,0.20,30,11.05,16,1,62,0.00,2,1,
1,0.10,6,0.30,30,11.05,16,1,102,0.00,2,1,
1,0.10,6,0.40,30,11.05,16,1,142,0.00,2,1,
1,0.10,6,0.50,30,11.05,16,1,181,0.00,2,1,
1,0.10,6,0.60,30,11.05,16,1,220,0.00,2,1,
1,0.10,6,0.70,30,11.05,16,1,262,0.04,4,1,
1,0.10,6,0.80,30,11.05,16,1,302,1.26,4,1,
1,0.10,6,0.90,30,11.05,16,1,341,14.10,17,15,
1,0.20,6,0.10,65,106.73,185,176,27,0.00,2,1,
