Left Period,Left Arrival Rate,Right Period,Right Arrival Rate,Left Number of Cars,Left Average Waiting Time,Left Maximum Waiting Time,Left Time to Clear,Right Number of Cars,Right Average Waiting Time,Right Maximum Waiting Time,Right Time to Clear,
3,0.90,8,0.80,372,574.64,1132,1133,328,27.52,41,40,
3,0.90,8,0.90,372,574.64,1132,1133,372,60.75,107,106,
3,0.10,9,0.10,33,4.77,9,1,32,0.16,3,1,
3,0.10,9,0.20,33,4.77,9,1,76,0.25,4,1,
3,0.10,9,0.30,33,4.77,9,1,118,0.43,4,1,
3,0.10,9,0.40,33,4.77,9,1,158,0.77,4,1,
3,0.10,9,0.50,33,4.77,9,1,200,0.99,4,1,
3,0.10,9,0.60,32,4.74,9,1,243,1.16,4,1,
3,0.10,9,0.70,32,4.74,9,1,286,3.03,7,1,
3,0.10,9,0.80,32,4.74,9,1,331,18.75,23,22,
3,0.10,9,0.90,32,4.74,9,1,375,51.23,86,86,
3,0.20,9,0.10,74,9.44,16,1,33,0.19,3,1,
3,0.20,9,0.20,74,9.44,16,1,73,0.25,4,1,
3,0.20,9,0.30,74,9.44,16,1,113,0.47,4,1,
3,0.20,9,0.40,74,9.44,16,1,156,0.83,4,1,
3,0.20,9,0.50,74,9.44,16,1,199,1.00,4,1,
3,0.20,9,0.60,74,9.44,16,1,243,1.16,4,1,
3,0.20,9,0.70,74,9.44,16,1,286,3.03,7,1,
3,0.20,9,0.80,74,9.44,16,1,331,18.75,23,22,
3,0.20,9,0.90,74,9.44,16,1,375,51.23,86,86,
3,0.30,9,0.10,114,58.47,94,84,33,0.19,3,1,
3,0.30,9,0.20,114,58.47,94,84,73,0.25,4,1,
3,0.30,9,0.30,114,58.47,94,84,113,0.47,4,1,
3,0.30,9,0.40,114,58.47,94,84,156,0.83,4,1,
3,0.30,9,0.50,114,58.47,94,84,199,1.00,4,1,
3,0.30,9,0.60,114,58.47,94,84,243,1.16,4,1,
3,0.30,9,0.70,114,58.47,94,84,286,3.03,7,1,
3,0.30,9,0.80,114,58.47,94,84,331,18.75,23,22,
3,0.30,9,0.90,114,58.47,94,84,375,51.23,86,86,
3,0.40,9,0.10,157,154.02,285,282,33,0.19,3,1,
3,0.40,9,0.20,157,154.02,285,282,73,0.25,4,1,
3,0.40,9,0.30,157,154.02,285,282,113,0.47,4,1,
3,0.40,9,0.40,157,154.02,285,282,156,0.83,4,1,
3,0.40,9,0.50,157,154.02,285,282,199,1.00,4,1,
3,0.40,9,0.60,157,154.02,285,282,243,1.16,4,1,
3,0.40,9,0.70,157,154.02,285,282,286,3.03,7,1,
3,0.40,9,0.80,157,154.02,285,282,331,18.75,23,22,
3,0.40,9,0.90,157,154.02,285,282,375,51.23,86,86,
3,0.50,9,0.10,201,254.66,482,481,33,0.19,3,1,
3,0.50,9,0.20,201,254.66,482,481,73,0.25,4,1,
3,0.50,9,0.30,201,254.66,482,481,113,0.47,4,1,
3,0.50,9,0.40,201,254.66,482,481,156,0.83,4,1,
3,0.50,9,0.50,201,254.66,482,481,199,1.00,4,1,
3,0.50,9,0.60,201,254.66,482,481,243,1.16,4,1,
3,0.50,9,0.70,201,254.66,482,481,286,3.03,7,1,
3,0.50,9,0.80,201,254.66,482,481,331,18.75,23,22,
3,0.50,9,0.90,201,254.66,482,481,375,51.23,86,86,
3,0.60,9,0.10,242,353.46,682,681,33,0.19,3,1,
3,0.60,9,0.20,242,353.46,682,681,73,0.25,4,1,
3,0.60,9,0.30,242,353.46,682,681,113,0.47,4,1,
3,0.60,9,0.40,242,353.46,682,681,156,0.83,4,1,
3,0.60,9,0.50,242,353.46,682,681,199,1.00,4,1,
3,0.60,9,0.60,242,353.46,682,681,243,1.16,4,1,
3,0.60,9,0.70,242,353.46,682,681,286,3.03,7,1,
3,0.60,9,0.80,242,353.46,682,681,331,18.75,23,22,
3,0.60,9,0.90,242,353.46,682,681,375,51.23,86,86,
3,0.70,9,0.10,285,449.34,875,876,33,0.19,3,1,
3,0.70,9,0.20,285,449.34,875,876,73,0.25,4,1,
3,0.70,9,0.30,285,449.34,875,876,113,0.47,4,1,
3,0.70,9,0.40,285,449.34,875,876,156,0.83,4,1,
3,0.70,9,0.50,285,449.34,875,876,199,1.00,4,1,
3,0.70,9,0.60,285,449.34,875,876,243,1.16,4,1,
3,0.70,9,0.70,285,449.34,875,876,286,3.03,7,1,
3,0.70,9,0.80,285,449.34,875,876,331,18.75,23,22,
3,0.70,9,0.90,285,449.34,875,876,375,51.23,86,86,
3,0.80,9,0.10,329,548.02,1073,1073,33,0.19,3,1,
3,0.80,9,0.20,329,548.02,1073,1073,73,0.25,4,1,
3,0.80,9,0.30,329,548.02,1073,1073,113,0.47,4,1,
3,0.80,9,0.40,329,548.02,1073,1073,156,0.83,4,1,
3,0.80,9,0.50,329,548.02,1073,1073,199,1.00,4,1,
3,0.80,9,0.60,329,548.02,1073,1073,243,1.16,4,1,
3,0.80,9,0.70,329,548.02,1073,1073,286,3.03,7,1,
3,0.80,9,0.80,329,548.02,1073,1073,331,18.75,23,22,
3,0.80,9,0.90,329,548.02,1073,1073,375,51.23,86,86,
3,0.90,9,0.10,375,647.85,1274,1275,33,0.19,3,1,
3,0.90,9,0.20,375,647.85,1274,1275,73,0.25,4,1,
3,0.90,9,0.30,375,647.85,1274,1275,113,0.47,4,1,
3,0.90,9,0.40,375,647.85,1274,1275,156,0.83,4,1,
3,0.90,9,0.50,375,647.85,1274,1275,199,1.00,4,1,
3,0.90,9,0.60,375,647.85,1274,1275,243,1.16,4,1,
3,0.90,9,0.70,375,647.85,1274,1275,286,3.03,7,1,
3,0.90,9,0.80,375,647.85,1274,1275,331,18.75,23,22,
3,0.90,9,0.90,375,647.85,1274,1275,375,51.23,86,86,
3,0.10,10,0.10,32,5.45,10,1,33,0.16,2,1,
3,0.10,10,0.20,32,5.45,10,1,74,0.11,4,1,
3,0.10,10,0.30,32,5.45,10,1,114,0.20,4,1,
3,0.10,10,0.40,32,5.45,10,1,159,0.64,4,1,
3,0.10,10,0.50,32,5.45,10,1,202,0.88,4,1,
3,0.10,10,0.60,32,5.45,10,1,248,1.01,4,1,
3,0.10,10,0.70,32,5.45,10,1,290,2.17,7,1,
3,0.10,10,0.80,32,5.45,10,1,335,13.31,14,7,
3,0.10,10,0.90,32,5.45,10,1,379,44.11,72,72,
3,0.20,10,0.10,74,13.56,21,1,33,0.16,2,1,
3,0.20,10,0.20,74,13.56,21,1,74,0.11,4,1,
3,0.20,10,0.30,74,13.56,21,1,114,0.20,4,1,
3,0.20,10,0.40,74,13.56,21,1,159,0.64,4,1,
3,0.20,10,0.50,74,13.56,21,1,202,0.88,4,1,
3,0.20,10,0.60,74,13.56,21,1,248,1.01,4,1,
3,0.20,10,0.70,74,13.56,21,1,290,2.17,7,1,
3,0.20,10,0.80,74,13.56,21,1,335,13.31,14,7,
3,0.20,10,0.90,74,13.56,21,1,379,44.11,72,72,
3,0.30,10,0.10,117,82.31,138,132,33,0.16,2,1,
3,0.30,10,0.20,117,82.31,138,132,74,0.11,4,1,
3,0.30,10,0.30,117,82.31,138,132,114,0.20,4,1,
3,0.30,10,0.40,117,82.31,138,132,159,0.64,4,1,
3,0.30,10,0.50,117,82.31,138,132,202,0.88,4,1,
3,0.30,10,0.60,117,82.31,138,132,248,1.01,4,1,
3,0.30,10,0.70,117,82.31,138,132,290,2.17,7,1,
3,0.30,10,0.80,117,82.31,138,132,335,13.31,14,7,
3,0.30,10,0.90,117,82.31,138,132,379,44.11,72,72,
3,0.40,10,0.10,159,187.21,347,343,33,0.16,2,1,
3,0.40,10,0.20,159,187.21,347,343,74,0.11,4,1,
3,0.40,10,0.30,159,187.21,347,343,114,0.20,4,1,
3,0.40,10,0.40,159,187.21,347,343,159,0.64,4,1,
3,0.40,10,0.50,159,187.21,347,343,202,0.88,4,1,
3,0.40,10,0.60,159,187.21,347,343,248,1.01,4,1,
3,0.40,10,0.70,159,187.21,347,343,290,2.17,7,1,
3,0.40,10,0.80,159,187.21,347,343,335,13.31,14,7,
3,0.40,10,0.90,159,187.21,347,343,379,44.11,72,72,
3,0.50,10,0.10,204,296.13,565,564,33,0.16,2,1,
3,0.50,10,0.20,204,296.13,565,564,74,0.11,4,1,
3,0.50,10,0.30,204,296.13,565,564,114,0.20,4,1,
3,0.50,10,0.40,204,296.13,565,564,159,0.64,4,1,
3,0.50,10,0.50,204,296.13,565,564,202,0.88,4,1,
3,0.50,10,0.60,204,296.13,565,564,248,1.01,4,1,
3,0.50,10,0.70,204,296.13,565,564,290,2.17,7,1,
3,0.50,10,0.80,204,296.13,565,564,335,13.31,14,7,
3,0.50,10,0.90,204,296.13,565,564,379,44.11,72,72,
3,0.60,10,0.10,246,401.97,778,777,33,0.16,2,1,
3,0.60,10,0.20,246,401.97,778,777,74,0.11,4,1,
3,0.60,10,0.30,246,401.97,778,777,114,0.20,4,1,
3,0.60,10,0.40,246,401.97,778,777,159,0.64,4,1,
3,0.60,10,0.50,246,401.97,778,777,202,0.88,4,1,
3,0.60,10,0.60,246,401.97,778,777,248,1.01,4,1,
3,0.60,10,0.70,246,401.97,778,777,290,2.17,7,1,
3,0.60,10,0.80,246,401.97,778,777,335,13.31,14,7,
3,0.60,10,0.90,246,401.97,778,777,379,44.11,72,72,
3,0.70,10,0.10,288,505.97,991,992,33,0.16,2,1,
3,0.70,10,0.20,288,505.97,991,992,74,0.11,4,1,
3,0.70,10,0.30,288,505.97,991,992,114,0.20,4,1,
3,0.70,10,0.40,288,505.97,991,992,159,0.64,4,1,
3,0.70,10,0.50,292,510.99,1000,1000,204,0.87,4,1,
3,0.70,10,0.60,292,510.99,1000,1000,247,1.05,4,1,
3,0.70,10,0.70,292,510.99,1000,1000,291,2.22,7,1,
3,0.70,10,0.80,292,510.99,1000,1000,335,13.85,15,10,
3,0.70,10,0.90,292,510.99,1000,1000,379,43.92,73,73,
3,0.80,10,0.10,336,618.39,1213,1214,33,0.17,3,1,
3,0.80,10,0.20,336,618.39,1213,1214,75,0.16,4,1,
3,0.80,10,0.30,336,618.39,1213,1214,120,0.27,4,1,
3,0.80,10,0.40,336,618.39,1213,1214,162,0.53,4,1,
3,0.80,10,0.50,336,618.39,1213,1214,204,0.87,4,1,
3,0.80,10,0.60,336,618.39,1213,1214,247,1.05,4,1,
3,0.80,10,0.70,336,618.39,1213,1214,291,2.22,7,1,
3,0.80,10,0.80,336,618.39,1213,1214,335,13.85,15,10,
3,0.80,10,0.90,336,618.39,1213,1214,379,43.92,73,73,
3,0.90,10,0.10,381,724.56,1430,1431,33,0.17,3,1,
3,0.90,10,0.20,381,724.56,1430,1431,75,0.16,4,1,
3,0.90,10,0.30,381,724.56,1430,1431,120,0.27,4,1,
3,0.90,10,0.40,381,724.56,1430,1431,162,0.53,4,1,
3,0.90,10,0.50,381,724.56,1430,1431,204,0.87,4,1,
3,0.90,10,0.60,381,724.56,1430,1431,247,1.05,4,1,
3,0.90,10,0.70,381,724.56,1430,1431,291,2.22,7,1,
3,0.90,10,0.80,381,724.56,1430,1431,335,13.85,15,10,
3,0.90,10,0.90,381,724.56,1430,1431,379,43.92,73,73,
4,0.10,1,0.10,26,0.00,2,1,25,4.75,8,1,
4,0.10,1,0.20,26,0.00,2,1,60,28.46,36,16,
4,0.10,1,0.30,26,0.00,2,1,96,135.74,242,236,
4,0.10,1,0.40,26,0.00,2,1,132,257.85,489,487,
4,0.10,1,0.50,26,0.00,2,1,165,379.86,730,730,
4,0.10,1,0.60,26,0.00,2,1,202,504.75,979,979,
4,0.10,1,0.70,26,0.00,2,1,239,631.99,1234,1234,
4,0.10,1,0.80,26,0.00,2,1,273,755.66,1482,1481,
4,0.10,1,0.90,26,0.00,2,1,313,879.67,1729,1729,
4,0.20,1,0.10,57,0.00,2,1,25,4.75,8,1,
4,0.20,1,0.20,57,0.00,2,1,60,28.46,36,16,
4,0.20,1,0.30,57,0.00,2,1,96,135.74,242,236,
4,0.20,1,0.40,57,0.00,2,1,132,257.85,489,487,
4,0.20,1,0.50,57,0.00,2,1,165,379.86,730,730,
4,0.20,1,0.60,57,0.00,2,1,202,504.75,979,979,
4,0.20,1,0.70,57,0.00,2,1,239,631.99,1234,1234,
4,0.20,1,0.80,57,0.00,2,1,273,755.66,1482,1481,
4,0.20,1,0.90,57,0.00,2,1,313,879.67,1729,1729,
4,0.30,1,0.10,94,0.00,2,1,25,4.75,8,1,
4,0.30,1,0.20,94,0.00,2,1,60,28.46,36,16,
4,0.30,1,0.30,94,0.00,2,1,96,135.74,242,236,
4,0.30,1,0.40,94,0.00,2,1,132,257.85,489,487,
4,0.30,1,0.50,94,0.00,2,1,165,379.86,730,730,
4,0.30,1,0.60,94,0.00,2,1,202,504.75,979,979,
4,0.30,1,0.70,94,0.00,2,1,239,631.99,1234,1234,
4,0.30,1,0.80,94,0.00,2,1,273,755.66,1482,1481,
4,0.30,1,0.90,94,0.00,2,1,313,879.67,1729,1729,
4,0.40,1,0.10,132,0.00,2,1,25,4.75,8,1,
4,0.40,1,0.20,132,0.00,2,1,60,28.46,36,16,
4,0.40,1,0.30,132,0.00,2,1,96,135.74,242,236,
4,0.40,1,0.40,132,0.00,2,1,132,257.85,489,487,
4,0.40,1,0.50,132,0.00,2,1,165,379.86,730,730,
4,0.40,1,0.60,132,0.00,2,1,202,504.75,979,979,
4,0.40,1,0.70,132,0.00,2,1,239,631.99,1234,1234,
4,0.40,1,0.80,132,0.00,2,1,273,755.66,1482,1481,
4,0.40,1,0.90,132,0.00,2,1,313,879.67,1729,1729,
4,0.50,1,0.10,166,0.00,2,1,25,4.75,8,1,
4,0.50,1,0.20,166,0.00,2,1,60,28.46,36,16,
4,0.50,1,0.30,166,0.00,2,1,96,135.74,242,236,
4,0.50,1,0.40,166,0.00,2,1,132,257.85,489,487,
4,0.50,1,0.50,166,0.00,2,1,165,379.86,730,730,
4,0.50,1,0.60,166,0.00,2,1,202,504.75,979,979,
4,0.50,1,0.70,166,0.00,2,1,239,631.99,1234,1234,
4,0.50,1,0.80,166,0.00,2,1,273,755.66,1482,1481,
4,0.50,1,0.90,166,0.00,2,1,313,879.67,1729,1729,
4,0.60,1,0.10,201,0.19,3,1,25,4.75,8,1,
4,0.60,1,0.20,201,0.19,3,1,60,28.46,36,16,
4,0.60,1,0.30,201,0.19,3,1,96,135.74,242,236,
4,0.60,1,0.40,201,0.19,3,1,132,257.85,489,487,
4,0.60,1,0.50,201,0.19,3,1,165,379.86,730,730,
4,0.60,1,0.60,201,0.19,3,1,202,504.75,979,979,
4,0.60,1,0.70,201,0.19,3,1,239,631.99,1234,1234,
4,0.60,1,0.80,201,0.19,3,1,273,755.66,1482,1481,
4,0.60,1,0.90,201,0.19,3,1,313,879.67,1729,1729,
4,0.70,1,0.10,238,1.16,4,1,25,4.75,8,1,
4,0.70,1,0.20,238,1.16,4,1,60,28.46,36,16,
4,0.70,1,0.30,238,1.16,4,1,96,135.74,242,236,
4,0.70,1,0.40,238,1.16,4,1,132,257.85,489,487,
4,0.70,1,0.50,238,1.16,4,1,165,379.86,730,730,
4,0.70,1,0.60,238,1.16,4,1,202,504.75,979,979,
4,0.70,1,0.70,238,1.16,4,1,239,631.99,1234,1234,
4,0.70,1,0.80,238,1.16,4,1,273,755.66,1482,1481,
4,0.70,1,0.90,238,1.16,4,1,313,879.67,1729,1729,
4,0.80,1,0.10,276,6.52,7,1,25,4.75,8,1,
4,0.80,1,0.20,276,6.52,7,1,60,28.46,36,16,
4,0.80,1,0.30,276,6.52,7,1,96,135.74,242,236,
4,0.80,1,0.40,276,6.52,7,1,132,257.85,489,487,
4,0.80,1,0.50,276,6.52,7,1,165,379.86,730,730,
4,0.80,1,0.60,276,6.52,7,1,202,504.75,979,979,
4,0.80,1,0.70,276,6.52,7,1,239,631.99,1234,1234,
4,0.80,1,0.80,276,6.52,7,1,273,755.66,1482,1481,
4,0.80,1,0.90,276,6.52,7,1,313,879.67,1729,1729,
4,0.90,1,0.10,314,31.93,53,51,25,4.75,8,1,
4,0.90,1,0.20,314,31.93,53,51,60,28.46,36,16,
4,0.90,1,0.30,314,31.93,53,51,96,135.74,242,236,
4,0.90,1,0.40,314,31.93,53,51,132,257.85,489,487,
4,0.90,1,0.50,314,31.93,53,51,165,379.86,730,730,
4,0.90,1,0.60,314,31.93,53,51,202,504.75,979,979,
4,0.90,1,0.70,314,31.93,53,51,239,631.99,1234,1234,
4,0.90,1,0.80,314,31.93,53,51,273,755.66,1482,1481,
4,0.90,1,0.90,314,31.93,53,51,313,879.67,1729,1729,
4,0.10,2,0.10,27,0.29,3,1,29,2.31,5,1,
4,0.10,2,0.20,27,0.29,3,1,63,3.48,7,1,
4,0.10,2,0.30,27,0.29,3,1,100,10.35,16,1,
4,0.10,2,0.40,27,0.29,3,1,136,58.20,91,86,
4,0.10,2,0.50,27,0.29,3,1,173,129.31,235,232,
4,0.10,2,0.60,27,0.29,3,1,211,202.60,382,382,
4,0.10,2,0.70,27,0.29,3,1,250,278.35,535,534,
4,0.10,2,0.80,27,0.29,3,1,287,352.89,682,682,
4,0.10,2,0.90,27,0.29,3,1,328,427.55,832,832,
4,0.20,2,0.10,61,0.39,3,1,29,2.31,5,1,
4,0.20,2,0.20,61,0.39,3,1,63,3.48,7,1,
4,0.20,2,0.30,61,0.39,3,1,100,10.35,16,1,
4,0.20,2,0.40,61,0.39,3,1,136,58.20,91,86,
4,0.20,2,0.50,61,0.39,3,1,173,129.31,235,232,
4,0.20,2,0.60,61,0.39,3,1,211,202.60,382,382,
4,0.20,2,0.70,61,0.39,3,1,250,278.35,535,534,
4,0.20,2,0.80,61,0.39,3,1,287,352.89,682,682,
4,0.20,2,0.90,61,0.39,3,1,328,427.55,832,832,
4,0.30,2,0.10,100,0.74,3,1,29,2.31,5,1,
4,0.30,2,0.20,100,0.71,3,1,62,3.41,8,1,
4,0.30,2,0.30,100,0.71,3,1,98,10.15,16,1,
4,0.30,2,0.40,100,0.71,3,1,134,56.89,89,82,
4,0.30,2,0.50,100,0.71,3,1,172,128.88,231,230,
4,0.30,2,0.60,100,0.71,3,1,212,205.07,383,382,
4,0.30,2,0.70,100,0.71,3,1,249,279.11,532,531,
4,0.30,2,0.80,100,0.71,3,1,288,353.42,677,677,
4,0.30,2,0.90,100,0.71,3,1,329,429.75,834,833,
4,0.40,2,0.10,139,0.93,3,1,27,2.22,4,1,
4,0.40,2,0.20,139,0.93,3,1,62,3.41,8,1,
4,0.40,2,0.30,139,0.93,3,1,98,10.15,16,1,
4,0.40,2,0.40,139,0.93,3,1,134,56.89,89,82,
4,0.40,2,0.50,139,0.93,3,1,172,128.88,231,230,
4,0.40,2,0.60,139,0.93,3,1,212,205.07,383,382,
4,0.40,2,0.70,139,0.93,3,1,249,279.11,532,531,
4,0.40,2,0.80,139,0.93,3,1,288,353.42,677,677,
4,0.40,2,0.90,139,0.93,3,1,329,429.75,834,833,
4,0.50,2,0.10,177,1.24,5,1,27,2.22,4,1,
4,0.50,2,0.20,177,1.24,5,1,62,3.41,8,1,
4,0.50,2,0.30,177,1.24,5,1,98,10.15,16,1,
4,0.50,2,0.40,177,1.24,5,1,134,56.89,89,82,
4,0.50,2,0.50,177,1.24,5,1,172,128.88,231,230,
4,0.50,2,0.60,177,1.24,5,1,212,205.07,383,382,
4,0.50,2,0.70,177,1.24,5,1,249,279.11,532,531,
4,0.50,2,0.80,177,1.24,5,1,288,353.42,677,677,
4,0.50,2,0.90,177,1.24,5,1,329,429.75,834,833,
4,0.60,2,0.10,214,3.09,6,1,27,2.22,4,1,
4,0.60,2,0.20,214,3.09,6,1,62,3.41,8,1,
4,0.60,2,0.30,214,3.09,6,1,98,10.15,16,1,
4,0.60,2,0.40,214,3.09,6,1,134,56.89,89,82,
4,0.60,2,0.50,214,3.09,6,1,172,128.88,231,230,
4,0.60,2,0.60,214,3.09,6,1,212,205.07,383,382,
4,0.60,2,0.70,214,3.09,6,1,249,279.11,532,531,
4,0.60,2,0.80,214,3.09,6,1,288,353.42,677,677,
4,0.60,2,0.90,214,3.09,6,1,329,429.75,834,833,
4,0.70,2,0.10,251,18.10,20,13,27,2.22,4,1,
4,0.70,2,0.20,251,18.10,20,13,62,3.41,8,1,
4,0.70,2,0.30,251,18.10,20,13,98,10.15,16,1,
4,0.70,2,0.40,251,18.10,20,13,134,56.89,89,82,
4,0.70,2,0.50,251,18.10,20,13,172,128.88,231,230,
4,0.70,2,0.60,251,18.10,20,13,212,205.07,383,382,
4,0.70,2,0.70,251,18.10,20,13,249,279.11,532,531,
4,0.70,2,0.80,251,18.10,20,13,288,353.42,677,677,
4,0.70,2,0.90,251,18.10,20,13,329,429.75,834,833,
4,0.80,2,0.10,289,51.17,85,85,27,2.22,4,1,
4,0.80,2,0.20,289,51.17,85,85,62,3.41,8,1,
4,0.80,2,0.30,289,51.17,85,85,98,10.15,16,1,
4,0.80,2,0.40,289,51.17,85,85,134,56.89,89,82,
4,0.80,2,0.50,289,51.17,85,85,172,128.88,231,230,
4,0.80,2,0.60,289,51.17,85,85,212,205.07,383,382,
4,0.80,2,0.70,289,51.17,85,85,249,279.11,532,531,
4,0.80,2,0.80,289,51.17,85,85,288,353.42,677,677,
4,0.80,2,0.90,289,51.17,85,85,329,429.75,834,833,
4,0.90,2,0.10,328,87.01,159,159,27,2.22,4,1,
4,0.90,2,0.20,328,87.01,159,159,62,3.41,8,1,
4,0.90,2,0.30,328,87.01,159,159,98,10.15,16,1,
4,0.90,2,0.40,328,87.01,159,159,134,56.89,89,82,
4,0.90,2,0.50,328,87.01,159,159,172,128.88,231,230,
4,0.90,2,0.60,328,87.01,159,159,212,205.07,383,382,
4,0.90,2,0.70,328,87.01,159,159,249,279.11,532,531,
4,0.90,2,0.80,328,87.01,159,159,288,353.42,677,677,
4,0.90,2,0.90,328,87.01,159,159,329,429.75,834,833,
4,0.10,3,0.10,29,0.98,4,1,30,1.79,5,1,
4,0.10,3,0.20,29,0.98,4,1,65,2.06,5,1,
4,0.10,3,0.30,29,0.98,4,1,102,3.17,8,1,
4,0.10,3,0.40,29,0.98,4,1,141,9.04,12,1,
4,0.10,3,0.50,29,0.98,4,1,179,47.63,71,65,
4,0.10,3,0.60,29,0.98,4,1,220,104.01,181,180,
4,0.10,3,0.70,29,0.98,4,1,258,161.69,297,297,
4,0.10,3,0.80,29,0.98,4,1,300,219.26,413,413,
4,0.10,3,0.90,29,0.98,4,1,342,279.27,536,536,
4,0.20,3,0.10,67,0.99,4,1,30,1.79,5,1,
4,0.20,3,0.20,67,0.99,4,1,65,2.06,5,1,
4,0.20,3,0.30,67,0.99,4,1,102,3.17,8,1,
4,0.20,3,0.40,67,0.99,4,1,141,9.04,12,1,
4,0.20,3,0.50,67,0.99,4,1,179,47.63,71,65,
4,0.20,3,0.60,67,0.99,4,1,220,104.01,181,180,
4,0.20,3,0.70,67,0.99,4,1,258,161.69,297,297,
4,0.20,3,0.80,67,0.99,4,1,300,219.26,413,413,
4,0.20,3,0.90,67,0.99,4,1,342,279.27,536,536,
4,0.30,3,0.10,105,1.13,4,1,30,1.79,5,1,
4,0.30,3,0.20,105,1.13,4,1,65,2.06,5,1,
4,0.30,3,0.30,105,1.13,4,1,102,3.17,8,1,
4,0.30,3,0.40,105,1.13,4,1,141,9.04,12,1,
4,0.30,3,0.50,105,1.13,4,1,179,47.63,71,65,
4,0.30,3,0.60,105,1.13,4,1,220,104.01,181,180,
4,0.30,3,0.70,105,1.13,4,1,258,161.69,297,297,
4,0.30,3,0.80,105,1.13,4,1,300,219.26,413,413,
4,0.30,3,0.90,105,1.13,4,1,342,279.27,536,536,
4,0.40,3,0.10,145,1.80,5,1,30,1.79,5,1,
4,0.40,3,0.20,145,1.80,5,1,65,2.06,5,1,
4,0.40,3,0.30,145,1.80,5,1,102,3.17,8,1,
4,0.40,3,0.40,145,1.80,5,1,141,9.04,12,1,
4,0.40,3,0.50,145,1.80,5,1,179,47.63,71,65,
4,0.40,3,0.60,145,1.80,5,1,220,104.01,181,180,
4,0.40,3,0.70,145,1.80,5,1,258,161.69,297,297,
4,0.40,3,0.80,145,1.80,5,1,300,219.26,413,413,
4,0.40,3,0.90,145,1.80,5,1,342,279.27,536,536,
4,0.50,3,0.10,184,3.71,8,1,30,1.79,5,1,
4,0.50,3,0.20,184,3.71,8,1,65,2.06,5,1,
4,0.50,3,0.30,184,3.71,8,1,102,3.17,8,1,
4,0.50,3,0.40,184,3.71,8,1,141,9.04,12,1,
4,0.50,3,0.50,184,3.71,8,1,179,47.63,71,65,
4,0.50,3,0.60,184,3.71,8,1,220,104.01,181,180,
4,0.50,3,0.70,184,3.71,8,1,258,161.69,297,297,
4,0.50,3,0.80,184,3.71,8,1,300,219.26,413,413,
4,0.50,3,0.90,184,3.71,8,1,342,279.27,536,536,
4,0.60,3,0.10,223,19.71,24,15,30,1.79,5,1,
4,0.60,3,0.20,223,19.71,24,15,65,2.06,5,1,
4,0.60,3,0.30,223,19.71,24,15,102,3.17,8,1,
4,0.60,3,0.40,223,19.71,24,15,141,9.04,12,1,
4,0.60,3,0.50,223,19.71,24,15,179,47.63,71,65,
4,0.60,3,0.60,223,19.71,24,15,220,104.01,181,180,
4,0.60,3,0.70,223,19.71,24,15,258,161.69,297,297,
4,0.60,3,0.80,223,19.71,24,15,300,219.26,413,413,
4,0.60,3,0.90,223,19.71,24,15,342,279.27,536,536,
4,0.70,3,0.10,261,58.36,100,97,30,1.79,5,1,
4,0.70,3,0.20,261,58.36,100,97,65,2.06,5,1,
4,0.70,3,0.30,261,58.36,100,97,102,3.17,8,1,
4,0.70,3,0.40,261,58.36,100,97,141,9.04,12,1,
4,0.70,3,0.50,261,58.36,100,97,179,47.63,71,65,
4,0.70,3,0.60,261,58.36,100,97,220,104.01,181,180,
4,0.70,3,0.70,261,58.36,100,97,258,161.69,297,297,
4,0.70,3,0.80,261,58.36,100,97,300,219.26,413,413,
4,0.70,3,0.90,261,58.36,100,97,342,279.27,536,536,
4,0.80,3,0.10,300,100.36,185,184,30,1.79,5,1,
4,0.80,3,0.20,300,100.36,185,184,65,2.06,5,1,
4,0.80,3,0.30,300,100.36,185,184,102,3.17,8,1,
4,0.80,3,0.40,300,100.36,185,184,141,9.04,12,1,
4,0.80,3,0.50,300,100.36,185,184,179,47.63,71,65,
4,0.80,3,0.60,300,100.36,185,184,220,104.01,181,180,
4,0.80,3,0.70,300,100.36,185,184,258,161.69,297,297,
4,0.80,3,0.80,300,100.36,185,184,300,219.26,413,413,
4,0.80,3,0.90,300,100.36,185,184,342,279.27,536,536,
4,0.90,3,0.10,341,142.52,269,269,30,1.79,5,1,
4,0.90,3,0.20,341,142.52,269,269,65,2.06,5,1,
4,0.90,3,0.30,341,142.52,269,269,102,3.17,8,1,
4,0.90,3,0.40,341,142.52,269,269,141,9.04,12,1,
4,0.90,3,0.50,341,142.52,269,269,179,47.63,71,65,
4,0.90,3,0.60,341,142.52,269,269,220,104.01,181,180,
4,0.90,3,0.70,341,142.52,269,269,258,161.69,297,297,
4,0.90,3,0.80,341,142.52,269,269,300,219.26,413,413,
4,0.90,3,0.90,341,142.52,269,269,342,279.27,536,536,
4,0.10,4,0.10,31,1.30,5,1,32,1.41,5,1,
4,0.10,4,0.20,31,1.30,5,1,67,1.64,5,1,
4,0.10,4,0.30,31,1.30,5,1,106,2.11,5,1,
4,0.10,4,0.40,31,1.30,5,1,146,3.55,8,1,
4,0.10,4,0.50,29,1.26,4,1,183,13.17,16,4,
4,0.10,4,0.60,29,1.26,4,1,224,53.25,83,79,
4,0.10,4,0.70,29,1.26,4,1,268,102.58,180,179,
4,0.10,4,0.80,29,1.26,4,1,308,152.44,281,282,
4,0.10,4,0.90,29,1.26,4,1,349,202.49,383,383,
